manifest_path,mnemonic,rom_path
gbc/Super Black Bass Pocket 3 (Japan) (SGB Enhanced) (GB Compatible).gbc,gbc,Super Black Bass Pocket 3 (Japan) (SGB Enhanced) (GB Compatible).gbc
gbc/Super Bombliss DX (Japan) (En) (SGB Enhanced) (GB Compatible).gbc,gbc,Super Bombliss DX (Japan) (En) (SGB Enhanced) (GB Compatible).gbc
gbc/Super Breakout! (USA) (GB Compatible).gbc,gbc,Super Breakout! (USA) (GB Compatible).gbc
gbc/Super Bunny Mission (World) (GB Compatible) (Aftermarket) (Unl).gbc,gbc,Super Bunny Mission (World) (GB Compatible) (Aftermarket) (Unl).gbc
gbc/Super Color 26-in-1 (Taiwan) (Unl).gbc,gbc,Super Color 26-in-1 (Taiwan) (Unl).gbc
gbc/Super Doll Licca-chan - Kisekae Daisakusen (Japan).gbc,gbc,Super Doll Licca-chan - Kisekae Daisakusen (Japan).gbc
gbc/Super Donkey Kong 5 (Taiwan) (En) (Rumble Version) (Unl) (Alt).gbc,gbc,Super Donkey Kong 5 (Taiwan) (En) (Rumble Version) (Unl) (Alt).gbc
gbc/Super Fighters 99 (Taiwan) (SGB Enhanced) (Unl).gbc,gbc,Super Fighters 99 (Taiwan) (SGB Enhanced) (Unl).gbc
gbc/Super Fighters S (Taiwan) (GB Compatible) (Unl).gbc,gbc,Super Fighters S (Taiwan) (GB Compatible) (Unl).gbc
gbc/Super Gals! Kotobuki Ran (Japan).gbc,gbc,Super Gals! Kotobuki Ran (Japan).gbc
gbc/Super Gals! Kotobuki Ran 2 - Miracle Getting (Japan).gbc,gbc,Super Gals! Kotobuki Ran 2 - Miracle Getting (Japan).gbc
gbc/Super Gran (World) (Aftermarket) (Unl).gbc,gbc,Super Gran (World) (Aftermarket) (Unl).gbc
gbc/Super Impostor Bros. (World) (GB Compatible) (Aftermarket) (Unl).gbc,gbc,Super Impostor Bros. (World) (GB Compatible) (Aftermarket) (Unl).gbc
gbc/Super Jacked Up Tomato Face Johnson (World) (Jam Version) (Aftermarket) (Unl).gbc,gbc,Super Jacked Up Tomato Face Johnson (World) (Jam Version) (Aftermarket) (Unl).gbc
gbc/Super JetPak DX (World) (GB Compatible) (Aftermarket) (Unl).gbc,gbc,Super JetPak DX (World) (GB Compatible) (Aftermarket) (Unl).gbc
"gbc/Super Mario Bros. Deluxe (USA, Europe) (Rev 1).gbc",gbc,"Super Mario Bros. Deluxe (USA, Europe) (Rev 1).gbc"
gbc/Super Mario Special 3 (Taiwan) (En) (Unl).gbc,gbc,Super Mario Special 3 (Taiwan) (En) (Unl).gbc
gbc/Super Marrio Sunshine (Taiwan) (En) (Unl).gbc,gbc,Super Marrio Sunshine (Taiwan) (En) (Unl).gbc
gbc/Super Me-Mail GB - Me-Mail Bear no Happy Mail Town (Japan).gbc,gbc,Super Me-Mail GB - Me-Mail Bear no Happy Mail Town (Japan).gbc
"gbc/Super Nenas, Las - El Malvado Mojo Jojo (Spain).gbc",gbc,"Super Nenas, Las - El Malvado Mojo Jojo (Spain).gbc"
"gbc/Super Nenas, Las - Lucha Con Ese (Spain).gbc",gbc,"Super Nenas, Las - Lucha Con Ese (Spain).gbc"
"gbc/Super Nenas, Las - Panico en Townsville (Spain).gbc",gbc,"Super Nenas, Las - Panico en Townsville (Spain).gbc"
gbc/Super Real Fishing (Japan) (Rumble Version).gbc,gbc,Super Real Fishing (Japan) (Rumble Version).gbc
gbc/Super Robot Pinball (Japan).gbc,gbc,Super Robot Pinball (Japan).gbc
"gbc/Supercross Freestyle (Europe) (En,Fr,De,Es,It).gbc",gbc,"Supercross Freestyle (Europe) (En,Fr,De,Es,It).gbc"
gbc/Superman - Battle for Metropolis (Europe) (Proto) (2001-01-12) (GB Compatible).gbc,gbc,Superman - Battle for Metropolis (Europe) (Proto) (2001-01-12) (GB Compatible).gbc
gbc/Supershot Golf Robot (USA) (Proto).gbc,gbc,Supershot Golf Robot (USA) (Proto).gbc
"gbc/Supreme Snowboarding (Europe) (En,Fr,De).gbc",gbc,"Supreme Snowboarding (Europe) (En,Fr,De).gbc"
gbc/Survival Kids (USA) (SGB Enhanced) (GB Compatible).gbc,gbc,Survival Kids (USA) (SGB Enhanced) (GB Compatible).gbc
gbc/Survival Kids - Kotou no Boukensha (Japan) (SGB Enhanced) (GB Compatible).gbc,gbc,Survival Kids - Kotou no Boukensha (Japan) (SGB Enhanced) (GB Compatible).gbc
"gbc/Survival Kids 2 - Dasshutsu!! Futago-Jima! (Japan) (Rev 1) (Possible Proto) (SGB Enhanced, GB Compatible) (NP).gbc",gbc,"Survival Kids 2 - Dasshutsu!! Futago-Jima! (Japan) (Rev 1) (Possible Proto) (SGB Enhanced, GB Compatible) (NP).gbc"
gbc/Sutte Hakkun GB (Japan) (Proto).gbc,gbc,Sutte Hakkun GB (Japan) (Proto).gbc
gbc/Sweet Ange (Japan) (SGB Enhanced) (GB Compatible).gbc,gbc,Sweet Ange (Japan) (SGB Enhanced) (GB Compatible).gbc
"gbc/Swing (Europe) (En,Fr,De,Es,It) (Proto).gbc",gbc,"Swing (Europe) (En,Fr,De,Es,It) (Proto).gbc"
gbc/Swordbird Song - The Iron Owl Tower (World) (v3.0) (GB Compatible) (Aftermarket) (Unl).gbc,gbc,Swordbird Song - The Iron Owl Tower (World) (v3.0) (GB Compatible) (Aftermarket) (Unl).gbc
"gbc/Swordsman on the Eternal Journey (World) (En,Ja) (v1.00) (GB Compatible) (Aftermarket) (Unl).gbc",gbc,"Swordsman on the Eternal Journey (World) (En,Ja) (v1.00) (GB Compatible) (Aftermarket) (Unl).gbc"
gbc/Sylvanian Families - Otogi no Kuni no Pendant (Japan) (SGB Enhanced) (GB Compatible).gbc,gbc,Sylvanian Families - Otogi no Kuni no Pendant (Japan) (SGB Enhanced) (GB Compatible).gbc
gbc/Sylvanian Families 2 - Irozuku Mori no Fantasy (Japan) (Rev 1) (Possible Proto).gbc,gbc,Sylvanian Families 2 - Irozuku Mori no Fantasy (Japan) (Rev 1) (Possible Proto).gbc
gbc/Sylvanian Families 3 - Hoshi Furu Yoru no Sunadokei (Japan).gbc,gbc,Sylvanian Families 3 - Hoshi Furu Yoru no Sunadokei (Japan).gbc
gbc/Sylvanian Melodies - Mori no Nakama to Odori Masho! (Japan) (SGB Enhanced) (GB Compatible).gbc,gbc,Sylvanian Melodies - Mori no Nakama to Odori Masho! (Japan) (SGB Enhanced) (GB Compatible).gbc
"gbc/Sylvester & Tweety - Breakfast on the Run (Europe) (En,Fr,De,Es,It,Nl) (GB Compatible).gbc",gbc,"Sylvester & Tweety - Breakfast on the Run (Europe) (En,Fr,De,Es,It,Nl) (GB Compatible).gbc"
gbc/TG Rally 2 (United Kingdom).gbc,gbc,TG Rally 2 (United Kingdom).gbc
gbc/TNN Outdoors Fishing Champ (USA) (SGB Enhanced) (GB Compatible).gbc,gbc,TNN Outdoors Fishing Champ (USA) (SGB Enhanced) (GB Compatible).gbc
gbc/TV-Chan's Great Escape! (World) (Proto) (GB Compatible) (Aftermarket) (Unl).gbc,gbc,TV-Chan's Great Escape! (World) (Proto) (GB Compatible) (Aftermarket) (Unl).gbc
gbc/Tabaluga (Germany) (GB Compatible).gbc,gbc,Tabaluga (Germany) (GB Compatible).gbc
gbc/Taikong Baobei (Taiwan) (Li Cheng) (Unl).gbc,gbc,Taikong Baobei (Taiwan) (Li Cheng) (Unl).gbc
gbc/Taikong Zhanshi - Jingdian Ban (Taiwan) (Unl).gbc,gbc,Taikong Zhanshi - Jingdian Ban (Taiwan) (Unl).gbc
gbc/Taikong Zhanshi DX3 - Zuizhong Huanxiang (Taiwan) (Unl).gbc,gbc,Taikong Zhanshi DX3 - Zuizhong Huanxiang (Taiwan) (Unl).gbc
gbc/Taikong Zhanshi X - Fantasy War (Taiwan) (Unl).gbc,gbc,Taikong Zhanshi X - Fantasy War (Taiwan) (Unl).gbc
gbc/Taisen Tsume Shougi (Japan) (NP) (GB Compatible).gbc,gbc,Taisen Tsume Shougi (Japan) (NP) (GB Compatible).gbc
gbc/Taito Memorial - Bubble Bobble (Japan) (SGB Enhanced) (GB Compatible).gbc,gbc,Taito Memorial - Bubble Bobble (Japan) (SGB Enhanced) (GB Compatible).gbc
gbc/Taito Memorial - Chase H.Q. - Secret Police (Japan) (SGB Enhanced) (GB Compatible).gbc,gbc,Taito Memorial - Chase H.Q. - Secret Police (Japan) (SGB Enhanced) (GB Compatible).gbc
"gbc/Take Your Medicine (World) (En,Pt) (v1.0) (GB Compatible) (Aftermarket) (Unl).gbc",gbc,"Take Your Medicine (World) (En,Pt) (v1.0) (GB Compatible) (Aftermarket) (Unl).gbc"
gbc/Tales of Monsterland (World) (v2.83) (GB Compatible) (Aftermarket) (Unl).gbc,gbc,Tales of Monsterland (World) (v2.83) (GB Compatible) (Aftermarket) (Unl).gbc
gbc/Tamarindo's Freaking Dinner DX (World) (Aftermarket) (Unl).gbc,gbc,Tamarindo's Freaking Dinner DX (World) (Aftermarket) (Unl).gbc
gbc/Tanimura Hitoshi Ryuu Pachinko Kouryaku Daisakusen - Don Quijote ga Iku (Japan) (SGB Enhanced) (GB Compatible).gbc,gbc,Tanimura Hitoshi Ryuu Pachinko Kouryaku Daisakusen - Don Quijote ga Iku (Japan) (SGB Enhanced) (GB Compatible).gbc
gbc/Tank Attack (World) (Aftermarket) (Unl).gbc,gbc,Tank Attack (World) (Aftermarket) (Unl).gbc
"gbc/Tasmanian Devil - Munching Madness (USA) (En,Fr,De,Es,It) (GB Compatible).gbc",gbc,"Tasmanian Devil - Munching Madness (USA) (En,Fr,De,Es,It) (GB Compatible).gbc"
gbc/Tazz (World) (2022-10-13) (Aftermarket) (Unl).gbc,gbc,Tazz (World) (2022-10-13) (Aftermarket) (Unl).gbc
"gbc/Tech Deck Skateboarding (USA, Europe).gbc",gbc,"Tech Deck Skateboarding (USA, Europe).gbc"
gbc/Telefang - Power Version (Taiwan) (Unl).gbc,gbc,Telefang - Power Version (Taiwan) (Unl).gbc
gbc/Terrifying 911 (China) (En) (Unl).gbc,gbc,Terrifying 911 (China) (En) (Unl).gbc
gbc/Test Drive 2001 (USA).gbc,gbc,Test Drive 2001 (USA).gbc
gbc/Test Drive Cycles (USA).gbc,gbc,Test Drive Cycles (USA).gbc
gbc/Tetris Adventure - Susume Mickey to Nakama-tachi (Japan) (Rev 1).gbc,gbc,Tetris Adventure - Susume Mickey to Nakama-tachi (Japan) (Rev 1).gbc
gbc/Tezhong Budui (Taiwan) (Unl) (Alt) [b].gbc,gbc,Tezhong Budui (Taiwan) (Unl) (Alt) [b].gbc
gbc/Tezhong Budui 2 - Jidi (Taiwan) (Unl).gbc,gbc,Tezhong Budui 2 - Jidi (Taiwan) (Unl).gbc
gbc/Thunder Blast Man (Europe) (Sachen) (Unl).gbc,gbc,Thunder Blast Man (Europe) (Sachen) (Unl).gbc
"gbc/Thunderbirds (Europe) (En,Fr,De,Es,It).gbc",gbc,"Thunderbirds (Europe) (En,Fr,De,Es,It).gbc"
gbc/Tiledentity (World) (v1.0) (GB Compatible) (Aftermarket) (Unl).gbc,gbc,Tiledentity (World) (v1.0) (GB Compatible) (Aftermarket) (Unl).gbc
"gbc/Tintin - Le Temple Du Soleil (Europe) (En,Fr,De).gbc",gbc,"Tintin - Le Temple Du Soleil (Europe) (En,Fr,De).gbc"
"gbc/Tintin au Tibet (Europe) (En,Fr,De,Es,It,Nl,Sv).gbc",gbc,"Tintin au Tibet (Europe) (En,Fr,De,Es,It,Nl,Sv).gbc"
"gbc/Tiny Grasshopper Goes Away (World) (En,Hu) (v1.2) (GB Compatible) (Aftermarket) (Unl).gbc",gbc,"Tiny Grasshopper Goes Away (World) (En,Hu) (v1.2) (GB Compatible) (Aftermarket) (Unl).gbc"
gbc/Tir Na Nog (World) (Aftermarket) (Unl).gbc,gbc,Tir Na Nog (World) (Aftermarket) (Unl).gbc
gbc/Titi - Le Tour du Monde en 80 Chats (France).gbc,gbc,Titi - Le Tour du Monde en 80 Chats (France).gbc
gbc/To The Stars (World) (GB Compatible) (Aftermarket) (Unl).gbc,gbc,To The Stars (World) (GB Compatible) (Aftermarket) (Unl).gbc
gbc/Tobu Tobu Girl Deluxe (World) (GB Compatible) (Aftermarket) (Unl).gbc,gbc,Tobu Tobu Girl Deluxe (World) (GB Compatible) (Aftermarket) (Unl).gbc
gbc/Tokimeki Memorial Pocket - Culture Hen - Komorebi no Melody (Japan) (SGB Enhanced) (GB Compatible).gbc,gbc,Tokimeki Memorial Pocket - Culture Hen - Komorebi no Melody (Japan) (SGB Enhanced) (GB Compatible).gbc
gbc/Tokimeki Memorial Pocket - Sport Hen - Koutei no Photograph (Japan) (SGB Enhanced) (GB Compatible).gbc,gbc,Tokimeki Memorial Pocket - Sport Hen - Koutei no Photograph (Japan) (SGB Enhanced) (GB Compatible).gbc
gbc/Tokoro-san no Setagaya C.C. (Japan) (GB Compatible).gbc,gbc,Tokoro-san no Setagaya C.C. (Japan) (GB Compatible).gbc
"gbc/Tom and Jerry - Mousehunt (Europe) (En,Fr,De,Es,It) (Rev 1).gbc",gbc,"Tom and Jerry - Mousehunt (Europe) (En,Fr,De,Es,It) (Rev 1).gbc"
"gbc/Tomb Raider - Curse of the Sword (USA, Europe).gbc",gbc,"Tomb Raider - Curse of the Sword (USA, Europe).gbc"
gbc/Tomb Raider 2 (Taiwan) (Unl).gbc,gbc,Tomb Raider 2 (Taiwan) (Unl).gbc
gbc/Tomte Trouble (World) (Aftermarket) (Unl).gbc,gbc,Tomte Trouble (World) (Aftermarket) (Unl).gbc
gbc/Tonka Construction Site (USA).gbc,gbc,Tonka Construction Site (USA).gbc
gbc/Tonka Raceway (USA) (Rumble Version).gbc,gbc,Tonka Raceway (USA) (Rumble Version).gbc
gbc/Toobin' (USA).gbc,gbc,Toobin' (USA).gbc
gbc/Toonsylvania (USA).gbc,gbc,Toonsylvania (USA).gbc
"gbc/Tootuff (Europe) (En,Fr,De,Es,It,Nl).gbc",gbc,"Tootuff (Europe) (En,Fr,De,Es,It,Nl).gbc"
gbc/Top Gear Pocket (USA) (Rumble Version).gbc,gbc,Top Gear Pocket (USA) (Rumble Version).gbc
gbc/Top Gear Pocket 2 (USA) (Rev 1) (Proto).gbc,gbc,Top Gear Pocket 2 (USA) (Rev 1) (Proto).gbc
gbc/Top Gear Rally (Europe) (Rumble Version).gbc,gbc,Top Gear Rally (Europe) (Rumble Version).gbc
gbc/Top Gear Rally 2 (Europe).gbc,gbc,Top Gear Rally 2 (Europe).gbc
"gbc/Top Gun - Fire Storm (USA, Europe) (En,Fr,De,Es,It,Nl).gbc",gbc,"Top Gun - Fire Storm (USA, Europe) (En,Fr,De,Es,It,Nl).gbc"
gbc/Totsugeki! Papparatai (Japan) (SGB Enhanced) (GB Compatible).gbc,gbc,Totsugeki! Papparatai (Japan) (SGB Enhanced) (GB Compatible).gbc
gbc/Tottoko Hamutarou - Tomodachi Daisakusen Dechu (Japan) (Rev 1).gbc,gbc,Tottoko Hamutarou - Tomodachi Daisakusen Dechu (Japan) (Rev 1).gbc
gbc/Tottoko Hamutarou 2 - Hamu-chan Zu Daishuugou Dechu (Japan).gbc,gbc,Tottoko Hamutarou 2 - Hamu-chan Zu Daishuugou Dechu (Japan).gbc
gbc/Tower of Evil (World) (Aftermarket) (Unl).gbc,gbc,Tower of Evil (World) (Aftermarket) (Unl).gbc
gbc/Towers II - Plight of the Stargazer (USA) (Proto 1) (2000-05-07).gbc,gbc,Towers II - Plight of the Stargazer (USA) (Proto 1) (2000-05-07).gbc
gbc/Trade & Battle Card Hero (Japan) (Rev 1) (3DS Virtual Console) (SGB Enhanced) (GB Compatible).gbc,gbc,Trade & Battle Card Hero (Japan) (Rev 1) (3DS Virtual Console) (SGB Enhanced) (GB Compatible).gbc
gbc/Treasure Island Color (World) (Aftermarket) (Unl).gbc,gbc,Treasure Island Color (World) (Aftermarket) (Unl).gbc
gbc/Trickboarder GP (Japan).gbc,gbc,Trickboarder GP (Japan).gbc
gbc/Trip World DX (World) (Limited Run Games).gbc,gbc,Trip World DX (World) (Limited Run Games).gbc
gbc/Tristam Island (World) (v1.6) (GB Compatible) (Aftermarket) (Unl).gbc,gbc,Tristam Island (World) (v1.6) (GB Compatible) (Aftermarket) (Unl).gbc
gbc/Trouballs (USA).gbc,gbc,Trouballs (USA).gbc
gbc/Trouble City - Pocket Mission (World) (GB Compatible) (Aftermarket) (Unl).gbc,gbc,Trouble City - Pocket Mission (World) (GB Compatible) (Aftermarket) (Unl).gbc
gbc/True Color 25 in 1 (Taiwan) (Unl).gbc,gbc,True Color 25 in 1 (Taiwan) (Unl).gbc
gbc/Tsuri Sensei 2 (Japan) (SGB Enhanced) (GB Compatible).gbc,gbc,Tsuri Sensei 2 (Japan) (SGB Enhanced) (GB Compatible).gbc
gbc/Tsuriiko!! (Japan).gbc,gbc,Tsuriiko!! (Japan).gbc
gbc/Turbo RC Racing (USA) (Proto).gbc,gbc,Turbo RC Racing (USA) (Proto).gbc
gbc/Turok 2 - Jikku Senshi (Japan) (GB Compatible).gbc,gbc,Turok 2 - Jikku Senshi (Japan) (GB Compatible).gbc
gbc/Tutti Frutti (World) (Aftermarket) (Unl).gbc,gbc,Tutti Frutti (World) (Aftermarket) (Unl).gbc
gbc/Tweety Sekaiisshuu - 80 Hiki no Neko o Sagase! (Japan).gbc,gbc,Tweety Sekaiisshuu - 80 Hiki no Neko o Sagase! (Japan).gbc
gbc/Tweety's High-Flying Adventure (USA).gbc,gbc,Tweety's High-Flying Adventure (USA).gbc
gbc/Tycoon Tex (World) (Aftermarket) (Unl).gbc,gbc,Tycoon Tex (World) (Aftermarket) (Unl).gbc
gbc/Tynesoft Commodore 16 Classics (World) (Aftermarket) (Unl).gbc,gbc,Tynesoft Commodore 16 Classics (World) (Aftermarket) (Unl).gbc
gbc/Tynesoft Commodore 16 Classics II (World) (Aftermarket) (Unl).gbc,gbc,Tynesoft Commodore 16 Classics II (World) (Aftermarket) (Unl).gbc
gbc/Tyrannosaurus Tex (USA) (Proto).gbc,gbc,Tyrannosaurus Tex (USA) (Proto).gbc
gbc/Tyrian 2000 (USA) (Proto) (GB Compatible).gbc,gbc,Tyrian 2000 (USA) (Proto) (GB Compatible).gbc
gbc/UXB (World) (Aftermarket) (Unl).gbc,gbc,UXB (World) (Aftermarket) (Unl).gbc
gbc/Uchuujin Tanaka Tarou de - RPG Tsukuru GB 2 (Japan).gbc,gbc,Uchuujin Tanaka Tarou de - RPG Tsukuru GB 2 (Japan).gbc
"gbc/Ultimate Paintball (USA, Europe).gbc",gbc,"Ultimate Paintball (USA, Europe).gbc"
gbc/Ultimate Surfing (USA).gbc,gbc,Ultimate Surfing (USA).gbc
gbc/Unearthed (World) (v1.3) (GB Compatible) (Aftermarket) (Unl).gbc,gbc,Unearthed (World) (v1.3) (GB Compatible) (Aftermarket) (Unl).gbc
"gbc/Ungrateful Son, The (World) (v1.1) (GB Compatible) (Aftermarket) (Unl).gbc",gbc,"Ungrateful Son, The (World) (v1.1) (GB Compatible) (Aftermarket) (Unl).gbc"
gbc/Unholy Friend (World) (GB Compatible) (Aftermarket) (Unl).gbc,gbc,Unholy Friend (World) (GB Compatible) (Aftermarket) (Unl).gbc
gbc/Uno (USA) (GB Compatible).gbc,gbc,Uno (USA) (GB Compatible).gbc
gbc/Usurper Ghoul (World) (v1.9) (GB Compatible) (Aftermarket) (Unl).gbc,gbc,Usurper Ghoul (World) (v1.9) (GB Compatible) (Aftermarket) (Unl).gbc
"gbc/VIP (USA) (En,Fr,Es).gbc",gbc,"VIP (USA) (En,Fr,Es).gbc"
gbc/VOX (World) (Aftermarket) (Unl).gbc,gbc,VOX (World) (Aftermarket) (Unl).gbc
gbc/VR Sports - Powerboat Racing (USA) (Proto).gbc,gbc,VR Sports - Powerboat Racing (USA) (Proto).gbc
gbc/Varmit (World) (Aftermarket) (Unl).gbc,gbc,Varmit (World) (Aftermarket) (Unl).gbc
"gbc/Visiteurs, Les (France) (GB Compatible).gbc",gbc,"Visiteurs, Les (France) (GB Compatible).gbc"
gbc/Vixen (World) (Aftermarket) (Unl).gbc,gbc,Vixen (World) (Aftermarket) (Unl).gbc
"gbc/WDL - World Destruction League - Thunder Tanks (USA) (En,Fr,De).gbc",gbc,"WDL - World Destruction League - Thunder Tanks (USA) (En,Fr,De).gbc"
"gbc/WWF Betrayal (USA, Europe).gbc",gbc,"WWF Betrayal (USA, Europe).gbc"
gbc/Wacky Painter (World) (Aftermarket) (Unl).gbc,gbc,Wacky Painter (World) (Aftermarket) (Unl).gbc
gbc/Wai Xing Tanxian Zhi Xingqiu Dazhan (Taiwan) (Unl).gbc,gbc,Wai Xing Tanxian Zhi Xingqiu Dazhan (Taiwan) (Unl).gbc
gbc/Walaki (World) (Hu) (Aftermarket) (Unl).gbc,gbc,Walaki (World) (Hu) (Aftermarket) (Unl).gbc
gbc/Wangzu Tiantang (Taiwan) (Unl).gbc,gbc,Wangzu Tiantang (Taiwan) (Unl).gbc
gbc/Warau Inu no Bouken - Silly Go Lucky! (Japan).gbc,gbc,Warau Inu no Bouken - Silly Go Lucky! (Japan).gbc
gbc/Wario Land 2 (Japan) (SGB Enhanced) (GB Compatible).gbc,gbc,Wario Land 2 (Japan) (SGB Enhanced) (GB Compatible).gbc
gbc/Warlocked (USA).gbc,gbc,Warlocked (USA).gbc
"gbc/Warp Coin Catastrophe, The (World) (GB Compatible) (Aftermarket) (Unl).gbc",gbc,"Warp Coin Catastrophe, The (World) (GB Compatible) (Aftermarket) (Unl).gbc"
gbc/Watashi no Kitchen (Japan) (Rev 1).gbc,gbc,Watashi no Kitchen (Japan) (Rev 1).gbc
gbc/Watashi no Restaurant (Japan).gbc,gbc,Watashi no Restaurant (Japan).gbc
gbc/Water Grandprix (World) (Aftermarket) (Unl).gbc,gbc,Water Grandprix (World) (Aftermarket) (Unl).gbc
gbc/Waternet (World) (Batteryless Generic Save Flash Cartridge Version) (GB Compatible) (Aftermarket) (Unl).gbc,gbc,Waternet (World) (Batteryless Generic Save Flash Cartridge Version) (GB Compatible) (Aftermarket) (Unl).gbc
gbc/Wayfarer Boo - Pushing Through (World) (v1.0) (Aftermarket) (Unl).gbc,gbc,Wayfarer Boo - Pushing Through (World) (v1.0) (Aftermarket) (Unl).gbc
gbc/Wendy - Der Traum von Arizona (Germany).gbc,gbc,Wendy - Der Traum von Arizona (Germany).gbc
"gbc/Wetrix (Europe) (En,Fr,De).gbc",gbc,"Wetrix (Europe) (En,Fr,De).gbc"
gbc/Wetrix GB (Japan) (SGB Enhanced) (GB Compatible).gbc,gbc,Wetrix GB (Japan) (SGB Enhanced) (GB Compatible).gbc
gbc/What Friends Are For (World) (v2.0) (GB Compatible) (Aftermarket) (Unl).gbc,gbc,What Friends Are For (World) (v2.0) (GB Compatible) (Aftermarket) (Unl).gbc
gbc/What's Updog (World) (2022-11-23) (GB Compatible) (Aftermarket) (Unl).gbc,gbc,What's Updog (World) (2022-11-23) (GB Compatible) (Aftermarket) (Unl).gbc
gbc/Where's My Cake (World) (GB Compatible) (Aftermarket) (Unl).GBC,gbc,Where's My Cake (World) (GB Compatible) (Aftermarket) (Unl).GBC
gbc/Who Dares Wins II (World) (Aftermarket) (Unl).gbc,gbc,Who Dares Wins II (World) (Aftermarket) (Unl).gbc
gbc/Wicked Plague (World) (v0.1.1) (Proto) (Aftermarket) (Unl).gbc,gbc,Wicked Plague (World) (v0.1.1) (Proto) (Aftermarket) (Unl).gbc
"gbc/Wild Thornberrys, The - Rambler (USA).gbc",gbc,"Wild Thornberrys, The - Rambler (USA).gbc"
"gbc/Wing Warriors (World) (En,Fr,Es) (EGS) (GB Compatible) (Aftermarket) (Unl).gbc",gbc,"Wing Warriors (World) (En,Fr,Es) (EGS) (GB Compatible) (Aftermarket) (Unl).gbc"
gbc/Wizard of Wor (World) (Aftermarket) (Unl).gbc,gbc,Wizard of Wor (World) (Aftermarket) (Unl).gbc
gbc/Wizardry Empire - Fukkatsu no Tsue (Japan).gbc,gbc,Wizardry Empire - Fukkatsu no Tsue (Japan).gbc
gbc/Wizardry I - Proving Grounds of the Mad Overlord (Japan).gbc,gbc,Wizardry I - Proving Grounds of the Mad Overlord (Japan).gbc
gbc/Wizardry II - Llylgamyn no Isan (Japan).gbc,gbc,Wizardry II - Llylgamyn no Isan (Japan).gbc
gbc/Wizardry III - Diamond no Kishi (Japan).gbc,gbc,Wizardry III - Diamond no Kishi (Japan).gbc
gbc/Wolf Pack (World) (Aftermarket) (Unl).gbc,gbc,Wolf Pack (World) (Aftermarket) (Unl).gbc
gbc/Woody Woodpecker no Go! Go! Racing (Japan).gbc,gbc,Woody Woodpecker no Go! Go! Racing (Japan).gbc
gbc/World Cup (World) (Aftermarket) (Unl).gbc,gbc,World Cup (World) (Aftermarket) (Unl).gbc
gbc/World Soccer GB 2 (Japan) (SGB Enhanced) (GB Compatible).gbc,gbc,World Soccer GB 2 (Japan) (SGB Enhanced) (GB Compatible).gbc
gbc/World Soccer GB 2000 (Japan).gbc,gbc,World Soccer GB 2000 (Japan).gbc
gbc/X-Men - Wolverine's Rage (USA).gbc,gbc,X-Men - Wolverine's Rage (USA).gbc
gbc/Xian Dan Chaoren - Ultraman (Taiwan) (Unl).gbc,gbc,Xian Dan Chaoren - Ultraman (Taiwan) (Unl).gbc
gbc/Xiao Taiji - Shenhua Lixian (Taiwan) (Unl).gbc,gbc,Xiao Taiji - Shenhua Lixian (Taiwan) (Unl).gbc
gbc/Xin Fengkuang A Gei Pao Pao Tang (Taiwan) (Unl).gbc,gbc,Xin Fengkuang A Gei Pao Pao Tang (Taiwan) (Unl).gbc
gbc/Xin Fengshenbang (Taiwan) (Unl).gbc,gbc,Xin Fengshenbang (Taiwan) (Unl).gbc
gbc/Xin Guangming Yu Hei'an 2 - Zhushen de Yichan (Taiwan) (Unl).gbc,gbc,Xin Guangming Yu Hei'an 2 - Zhushen de Yichan (Taiwan) (Unl).gbc
gbc/Xin Shediao Yingxiong Chuan (Taiwan) (Unl).gbc,gbc,Xin Shediao Yingxiong Chuan (Taiwan) (Unl).gbc
gbc/Xin Shiqi Shidai (Taiwan) (Unl).gbc,gbc,Xin Shiqi Shidai (Taiwan) (Unl).gbc
gbc/Xingqiu Dazhan II - Kelong Ren Zhanyi (Taiwan) (Unl).gbc,gbc,Xingqiu Dazhan II - Kelong Ren Zhanyi (Taiwan) (Unl).gbc
gbc/Xintiao Huiyi (Taiwan) (Unl).gbc,gbc,Xintiao Huiyi (Taiwan) (Unl).gbc
gbc/Xiyou Ji (Taiwan) (Unl).gbc,gbc,Xiyou Ji (Taiwan) (Unl).gbc
gbc/Xploder GB (Europe) (v1.2.3E) (GB Compatible) (Unl).gbc,gbc,Xploder GB (Europe) (v1.2.3E) (GB Compatible) (Unl).gbc
gbc/Xzap (World) (Aftermarket) (Unl).gbc,gbc,Xzap (World) (Aftermarket) (Unl).gbc
gbc/Yakouchuu GB (Japan).gbc,gbc,Yakouchuu GB (Japan).gbc
"gbc/Yars' Revenge (USA, Europe) (GB Compatible).gbc",gbc,"Yars' Revenge (USA, Europe) (GB Compatible).gbc"
"gbc/Year After, The (World) (En,Fr,Pt) (GB Compatible) (Aftermarket) (Unl).gbc",gbc,"Year After, The (World) (En,Fr,Pt) (GB Compatible) (Aftermarket) (Unl).gbc"
gbc/Yin Ban Zhongwen RPG Zhanlve + Dongzuo + Yizhi 12 in 1 (Taiwan) (Unl).gbc,gbc,Yin Ban Zhongwen RPG Zhanlve + Dongzuo + Yizhi 12 in 1 (Taiwan) (Unl).gbc
gbc/Yinghan Zidian (Taiwan) (Unl).gbc,gbc,Yinghan Zidian (Taiwan) (Unl).gbc
